age_at_enrollment,inflation_rate,gdp,marital_status_decoded,application_mode_decoded,course_decoded,daytimeevening_attendance_decoded,previous_qualification_decoded,nationality_decoded,mothers_qualification_decoded,fathers_qualification_decoded,mothers_occupation_decoded,fathers_occupation_decoded,gender_decoded,displaced_decoded,educational_special_needs_decoded,tuition_fees_up_to_date_decoded,debtor_decoded,scholarship_holder_decoded,international_decoded,total_credited,total_enrolled,total_evaluations,total_approved,weighted_avg_grade,y
21,0.6,2.02,Single,2nd phase,Advertising and Marketing Management,Daytime,Secondary education,Angolan,Higher education,Higher education,Administrative staff,Armed Forces Professions,Male,Yes,No,Yes,No,No,No,0,12,18,11,11.930555555555555,0
30,2.6,0.32,Single,2nd phase,Tourism,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",Male,Yes,No,Yes,No,No,No,0,12,32,5,10.624999999999984,1
20,1.4,3.51,Single,Change in institution/course,Journalism and Communication,Daytime,Secondary education,Other,Secondary Education,Basic education or less,Other,Installation and Machine Operators and Assembly Workers,Male,Yes,No,Yes,No,No,No,2,13,14,11,13.416666666666648,1
18,0.5,1.79,Single,1st phase,Design and Multimedia,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Male,Yes,No,Yes,No,No,No,0,12,0,0,0.0,1
19,1.4,3.51,Single,1st phase,Tourism,Daytime,Secondary education,Portuguese,Higher education,Higher education,Specialists in Intellectual and Scientific Activities,Other,Male,No,No,Yes,No,No,No,0,12,13,12,13.538461538461522,0
18,0.5,1.79,Single,2nd phase,Nursing,Daytime,Secondary education,Angolan,Higher education,Higher education,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Male,Yes,No,Yes,No,No,No,0,14,17,11,13.24705882352941,1
27,3.7,-1.7,Single,Over 23 years old,Management,Evening,Secondary education,Santomean,Secondary Education,Basic education or less,Administrative staff,Installation and Machine Operators and Assembly Workers,Male,No,No,Yes,No,No,No,0,10,17,7,10.882352941176453,1
52,-0.8,-3.12,Single,Over 23 years old,Journalism and Communication,Daytime,Other,Santomean,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,Male,Yes,No,Yes,No,No,No,0,12,13,11,13.923076923076923,0
29,2.8,-4.06,Married,Change in institution/course,Agronomy,Daytime,Secondary education,Brazilian,Secondary Education,Secondary Education,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",Male,Yes,No,No,No,No,No,0,12,14,0,0.0,1
22,1.4,3.51,Single,Change in institution/course,Agronomy,Daytime,Specialized course,Other,Secondary Education,Basic education or less,Administrative staff,Administrative staff,Male,Yes,No,No,Yes,No,No,0,12,25,5,11.159999999999984,1
28,2.8,-4.06,Single,Change in institution/course,Veterinary Nursing,Daytime,Secondary education,Brazilian,Specialized course,Basic education or less,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Male,Yes,No,Yes,No,No,Yes,23,31,71,30,12.1076458752515,0
30,2.6,0.32,Single,Over 23 years old,Advertising and Marketing Management,Daytime,Other,Santomean,Secondary Education,Secondary Education,Other,Intermediate Level Technicians and Professions,Male,Yes,No,Yes,No,No,No,0,10,10,0,0.0,1
18,0.3,-0.92,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,"Personal Services, Security and Safety Workers, and Sellers",Intermediate Level Technicians and Professions,Female,Yes,No,Yes,No,No,No,0,15,16,15,13.737499999999986,0
21,-0.8,-3.12,Single,1st phase,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,No,No,0,10,10,7,12.54166666666665,0
20,3.7,-1.7,Single,1st phase,Design and Multimedia,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,Yes,Yes,No,0,12,19,12,14.035087719298247,0
21,-0.8,-3.12,Single,Change in institution/course,Nursing,Daytime,Secondary education,Other,Specialized course,Basic education or less,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Female,Yes,No,Yes,No,Yes,No,0,16,16,16,13.105,0
32,1.4,1.74,Married,Over 23 years old,Management,Evening,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Santomean,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen",Unskilled Workers,Female,No,No,No,Yes,No,No,0,10,11,0,0.0,1
20,0.5,1.79,Single,1st phase,Design and Multimedia,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Male,Yes,No,Yes,No,Yes,No,0,12,13,12,13.705128205128224,0
18,1.4,3.51,Single,Other,Advertising and Marketing Management,Daytime,Secondary education,Other,Secondary Education,Secondary Education,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",Male,No,No,No,Yes,No,Yes,0,12,13,7,11.833333333333314,1
23,2.6,0.32,Single,Change in institution/course,Management,Evening,Secondary education,Brazilian,Specialized course,Higher education,Unskilled Workers,Administrative staff,Male,Yes,No,No,No,No,No,20,29,45,23,11.169696969696988,1
20,0.5,1.79,Single,1st phase,Tourism,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Male,Yes,No,Yes,No,No,No,0,12,19,10,12.649122807017527,0
46,-0.8,-3.12,Married,Change in institution/course,Management,Daytime,Secondary education,Brazilian,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,No,No,4,14,29,13,11.536206896551725,0
27,2.8,-4.06,Single,2nd phase,Agronomy,Daytime,Secondary education,Angolan,Higher education,Higher education,Specialists in Intellectual and Scientific Activities,Other,Male,No,No,Yes,No,No,No,25,30,34,30,12.293866264454493,0
41,-0.8,-3.12,Married,Change in institution/course,Social Service,Evening,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Brazilian,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Male,Yes,No,Yes,No,No,No,8,16,19,15,12.0,0
37,0.5,1.79,Married,Specialized diploma,Social Service,Evening,Specialized course,Romanian,Secondary Education,Secondary Education,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Male,No,No,Yes,No,No,No,18,27,31,26,13.616935483870968,0
26,0.5,1.79,Single,Holders of other higher courses,Management,Evening,Higher education,Italian,Secondary Education,Basic education or less,Administrative staff,Other,Female,No,No,Yes,No,No,No,12,16,18,16,12.425925925925917,0
54,1.4,3.51,Married,Over 23 years old,Social Service,Evening,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Male,No,No,Yes,No,No,No,6,16,16,16,14.125,0
21,1.4,1.74,Single,2nd phase,Advertising and Marketing Management,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Male,Yes,No,Yes,No,No,No,0,12,15,12,14.46666666666668,0
20,0.6,2.02,Single,1st phase,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,Yes,No,0,12,16,12,15.1428571428571,0
18,0.5,1.79,Single,2nd phase,Journalism and Communication,Daytime,Secondary education,Angolan,Secondary Education,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,No,No,0,12,0,0,0.0,1
18,-0.8,-3.12,Single,1st phase,Social Service,Daytime,Secondary education,Portuguese,Specialized course,Secondary Education,Administrative staff,Armed Forces Professions,Female,Yes,No,Yes,No,No,No,0,12,14,12,12.25,0
22,-0.3,0.79,Single,Specialized diploma,Veterinary Nursing,Daytime,Specialized course,Romanian,Secondary Education,Secondary Education,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,Yes,No,No,3,12,21,9,12.0,1
19,0.5,1.79,Single,Change in institution/course,Veterinary Nursing,Daytime,Secondary education,Brazilian,Higher education,Secondary Education,Administrative staff,Administrative staff,Female,No,No,Yes,No,No,No,0,12,15,12,15.333333333333334,0
21,1.4,3.51,Single,1st phase,Design and Multimedia,Daytime,Secondary education,Portuguese,Higher education,Higher education,Administrative staff,Other,Female,Yes,No,Yes,No,No,No,10,23,25,17,13.264000000000001,1
18,0.3,-0.92,Single,2nd phase,Journalism and Communication,Daytime,Secondary education,Angolan,Secondary Education,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,Yes,No,0,12,12,12,13.16666666666665,0
18,1.4,3.51,Single,2nd phase,Journalism and Communication,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,Yes,No,0,12,12,12,15.25,0
20,2.8,-4.06,Single,2nd phase,Advertising and Marketing Management,Daytime,Secondary education,Angolan,Secondary Education,Secondary Education,"Personal Services, Security and Safety Workers, and Sellers",Administrative staff,Female,Yes,No,Yes,Yes,No,No,0,12,20,6,11.08333333333335,1
18,2.8,-4.06,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,Female,No,No,Yes,No,Yes,No,0,15,18,15,14.652777777777779,0
20,0.5,1.79,Single,1st phase,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Unknown,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,Yes,No,0,12,13,11,12.584615384615368,0
19,0.6,2.02,Single,1st phase,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Other,Other,Female,Yes,No,Yes,No,No,No,0,12,17,12,11.372549019607805,0
18,3.7,-1.7,Single,1st phase,Design and Multimedia,Daytime,Secondary education,Portuguese,Higher education,Higher education,Other,Other,Female,Yes,No,Yes,No,No,No,0,12,12,11,13.83333333333335,0
18,1.4,1.74,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Higher education,Secondary Education,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",Female,No,No,Yes,No,No,No,0,16,16,14,14.5371428571429,0
18,2.6,0.32,Single,1st phase,Veterinary Nursing,Daytime,Secondary education,Other,Specialized course,Basic education or less,Other,Other,Female,No,No,Yes,Yes,Yes,No,0,10,10,10,14.2,1
19,0.6,2.02,Single,2nd phase,Journalism and Communication,Daytime,Secondary education,Angolan,Secondary Education,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,Yes,No,0,12,12,12,13.5,0
36,2.8,-4.06,Single,Over 23 years old,Nursing,Daytime,Secondary education,Santomean,Higher education,Higher education,Specialists in Intellectual and Scientific Activities,Other,Male,No,No,No,No,No,No,0,13,24,2,7.1875,1
19,0.6,2.02,Single,2nd phase,Social Service,Daytime,Secondary education,Angolan,Secondary Education,Higher education,Unskilled Workers,Other,Female,No,No,Yes,No,Yes,No,0,12,14,12,11.880952380952351,0
18,1.4,3.51,Single,2nd phase,Social Service,Daytime,Secondary education,Angolan,Higher education,Secondary Education,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,No,No,0,12,12,11,12.799999999999999,0
18,0.5,1.79,Single,1st phase,Journalism and Communication,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Female,No,No,Yes,No,Yes,No,0,12,12,12,12.6666666666667,0
18,1.4,3.51,Single,1st phase,Journalism and Communication,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers",Installation and Machine Operators and Assembly Workers,Female,Yes,No,Yes,No,Yes,No,0,12,12,12,14.5,0
19,0.5,1.79,Single,Specialized diploma,Design and Multimedia,Daytime,Secondary education,Romanian,Secondary Education,Secondary Education,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Female,Yes,No,Yes,No,No,No,7,16,16,16,13.124999999999988,0
18,0.6,2.02,Single,3rd phase,Nursing,Daytime,Secondary education,Cape Verdean,Secondary Education,Secondary Education,Administrative staff,Installation and Machine Operators and Assembly Workers,Female,Yes,No,Yes,No,No,No,0,15,16,15,13.01857142857145,0
19,1.4,3.51,Single,1st phase,Equiniculture,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,Yes,No,0,12,15,12,13.488888888888887,0
18,0.6,2.02,Single,1st phase,Social Service,Daytime,Secondary education,Portuguese,Specialized course,Secondary Education,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Female,Yes,No,No,Yes,No,No,0,12,0,0,0.0,1
19,1.4,3.51,Single,2nd phase,Management,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,No,No,0,10,13,10,12.953846153846152,0
18,0.6,2.02,Single,1st phase,Journalism and Communication,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,No,No,0,12,12,12,14.75,0
19,0.6,2.02,Single,1st phase,Other,Daytime,Secondary education,Portuguese,Secondary Education,Higher education,"Personal Services, Security and Safety Workers, and Sellers",Intermediate Level Technicians and Professions,Female,No,No,Yes,No,No,No,0,14,14,14,14.0714285714286,0
18,0.3,-0.92,Single,2nd phase,Design and Multimedia,Daytime,Secondary education,Angolan,Secondary Education,Basic education or less,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,Yes,No,0,12,12,12,12.58333333333335,0
20,1.4,3.51,Single,1st phase,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Higher education,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,No,No,0,10,4,0,0.0,1
22,0.5,1.79,Single,1st phase,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Administrative staff,Female,Yes,No,No,Yes,Yes,No,0,12,0,0,0.0,1
18,0.6,2.02,Single,2nd phase,Other,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,Yes,No,0,14,17,13,12.949579831932772,0
18,0.6,2.02,Single,2nd phase,Nursing,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,Yes,No,0,15,16,15,13.854375000000019,0
18,0.6,2.02,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Higher education,Higher education,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Female,No,No,Yes,No,No,No,0,15,16,15,14.278124999999974,0
18,0.6,2.02,Single,1st phase,Other,Daytime,Secondary education,Portuguese,Specialized course,Higher education,Administrative staff,Administrative staff,Female,No,No,Yes,No,No,No,0,14,14,14,15.357142857142849,0
18,0.5,1.79,Single,1st phase,Design and Multimedia,Daytime,Secondary education,Other,Secondary Education,Secondary Education,Administrative staff,Administrative staff,Female,Yes,No,Yes,No,No,No,0,12,12,12,13.66666666666665,0
